,fz_ptl_ratio,fz_ptl_tok_sort_ratio,fz_ratio,fz_tok_set_ratio,fz_uwratio,pub0_cln,publisher0,ven_cln,vendor_X,match,ven_len,pu0_len
7627,100,100,100,100,100,  slickedit,slickedit inc.,  slickedit,slickedit,1,9,14
7628,54,60,48,52,49,  social research foundation,social media research foundation,  sliding social icons,sliding_social_icons_project,0,28,32
7629,100,100,67,100,90,  sliksvn sharpsvn,sliksvn & the sharpsvn project,  sliksvn,sliksvn,1,7,30
7630,100,100,100,100,100,  smartbear,smartbear software,  smartbear,smartbear,1,9,18
7631,100,100,100,100,100,  smartdraw,"smartdraw, llc",  smartdraw,smartdraw,1,9,14
7632,100,100,100,100,100,  smartdraw,smartdraw.com,  smartdraw,smartdraw,1,9,13
7633,61,62,63,59,59,  smart applications,smart applications,  smart flv plugin,smart-flv_plugin_project,0,24,18
7634,61,56,61,56,56,  smart pc cleaner,smart pc cleaner,  smart flv plugin,smart-flv_plugin_project,0,24,16
7635,100,100,100,100,100,  smartsound,smartsound software inc,  smartsound,smartsound,1,10,23
7636,100,100,100,100,100,  smartsound,smartsound software inc.,  smartsound,smartsound,1,10,24
7637,100,100,100,100,100,  smarttweak,smarttweak software,  smarttweak,smarttweak,1,10,19
7638,100,100,100,100,100,  smithmicro,smithmicro,  smithmicro,smithmicro,1,10,10
7639,52,53,51,52,49,  snake hill games,snake hill games,  snake evolution,snake_evolution_project,0,23,16
7640,72,82,78,82,77,  atheros communications,atheros communications,  snitz communications,snitz_communications,0,20,22
7641,72,82,78,82,77,  atheros communications,atheros communications inc.,  snitz communications,snitz_communications,0,20,27
7642,77,82,83,82,81,  bitwise communications,"bitwise communications, llc",  snitz communications,snitz_communications,0,20,27
7643,77,82,80,82,78,  bridge communications,bridge communications,  snitz communications,snitz_communications,0,20,21
7644,68,82,74,82,77,  brocade communications,brocade communications,  snitz communications,snitz_communications,0,20,22
7645,68,82,74,82,77,  brocade communications,"brocade communications systems, inc.",  snitz communications,snitz_communications,0,20,36
7646,72,82,77,82,77,  clearone communications,clearone communications,  snitz communications,snitz_communications,0,20,23
7647,72,82,70,82,77,  communications clients,communications clients,  snitz communications,snitz_communications,0,20,22
7648,77,80,69,82,85,  nec casio mobile communications,"nec casio mobile communications, ltd.",  snitz communications,snitz_communications,0,20,37
7649,77,80,80,82,78,  nuance communications,nuance communications inc.,  snitz communications,snitz_communications,0,20,26
7650,77,80,80,82,78,  nuance communications,"nuance communications, inc",  snitz communications,snitz_communications,0,20,26
7651,77,80,80,82,78,  nuance communications,"nuance communications, inc.",  snitz communications,snitz_communications,0,20,27
7652,77,80,79,82,77,  officesip communications,officesip communications,  snitz communications,snitz_communications,0,20,24
7653,72,75,65,82,85,  qualcomm atheros communications,qualcomm atheros communications,  snitz communications,snitz_communications,0,20,31
7654,72,75,65,82,85,  qualcomm atheros communications,qualcomm atheros communications inc.,  snitz communications,snitz_communications,0,20,36
7655,77,85,82,82,80,  sennheiser communications,sennheiser communications,  snitz communications,snitz_communications,0,20,25
7656,77,80,77,82,77,  sony ericsson communications,sony ericsson communications ab,  snitz communications,snitz_communications,0,20,31
7657,77,80,68,82,85,  sony ericsson mobile communications,sony ericsson mobile communications,  snitz communications,snitz_communications,0,20,35
7658,77,80,80,82,78,  sony mobile communications,sony mobile communications ab,  snitz communications,snitz_communications,0,20,29
7659,77,80,80,82,78,  sony mobile communications,sony mobile communications inc.,  snitz communications,snitz_communications,0,20,31
7660,77,80,80,82,78,  sparks communications,sparks communications,  snitz communications,snitz_communications,0,20,21
7661,77,75,77,82,77,  webex communications,webex communications inc.,  snitz communications,snitz_communications,0,20,25
7662,77,75,77,82,77,  webex communications,"webex communications, inc",  snitz communications,snitz_communications,0,20,25
7663,38,37,41,40,38,  d-i-v-x avi codec pack pro,d-i-v-x avi codec pack pro,  social microblogging pro,social microblogging pro project,0,32,26
7664,75,50,75,71,71,  client connect,client connect ltd,  social connect,social_connect_project,0,22,18
7665,68,64,59,60,85,  social research foundation,social media research foundation,  social connect,social_connect_project,0,22,32
7666,46,50,48,48,45,  social research foundation,social media research foundation,  social microblogging pro,social_microblogging_pro_project,0,32,32
7667,80,76,56,63,85,  social research foundation,social media research foundation,  social slider,social_slider_project,0,21,32
7668,78,50,57,67,85,  social research foundation,social media research foundation,  social stats,social_stats_project,0,20,32
7669,100,100,100,100,100,  softerra,softerra,  softerra,softerra,1,8,8
7670,100,100,100,100,100,  softerra,"softerra, ltd.",  softerra,softerra,1,8,14
7671,100,100,100,100,100,  softonic,softonic,  softonic,softonic,1,8,8
7672,100,100,71,100,90,  softonic english,softonic english,  softonic,softonic,1,8,16
7673,100,100,100,100,100,  solarwinds,solarwinds,  solarwinds,solarwinds,1,10,10
7674,100,100,100,100,100,  solarwinds,"solarwinds, inc",  solarwinds,solarwinds,1,10,15
7675,100,100,100,100,100,  solarwinds,"solarwinds, inc.",  solarwinds,solarwinds,1,10,16
7676,91,100,57,100,90,  dassault systèmes solidworks,dassault systèmes solidworks corp,  solidworks,solidworks,1,10,34
7677,91,100,57,100,90,  dassault systèmes solidworks,dassault systèmes solidworks corp.,  solidworks,solidworks,1,10,35
7678,91,100,57,100,90,  dassault systemes solidworks,dassault systemes solidworks corp,  solidworks,solidworks,1,10,33
7679,100,100,100,100,100,  solidworks,solidworks,  solidworks,solidworks,1,10,10
7680,100,100,100,100,100,  solidworks,solidworks corporation,  solidworks,solidworks,1,10,22
7681,100,100,100,100,100,  sonicwall,sonicwall,  sonicwall,sonicwall,1,9,9
7682,100,100,100,100,100,  sony,sony,  sony,sony,1,4,4
7683,100,100,57,100,90,  sony computer,sony computer entertainment,  sony,sony,1,4,27
7684,100,100,43,100,90,  sony computer europe,sony computer entertainment europe,  sony,sony,1,4,34
7685,100,100,57,100,90,  sony computer,sony computer entertainment inc,  sony,sony,1,4,31
7686,100,100,57,100,90,  sony computer,sony computer entertainment inc.,  sony,sony,1,4,32
7687,100,100,50,100,90,  sony computer sn,sony computer entertainment inc. / sn systems ltd.,  sony,sony,1,4,50
7688,100,100,29,100,60,  sony computer all rights reserved,sony computer entertainment inc. all rights reserved.,  sony,sony,1,4,53
7689,100,100,50,100,90,  sony computer sn,sony computer entertainment ltd. / sn systems ltd.,  sony,sony,1,4,50
7690,100,100,57,100,90,  sony computer,"sony computer entertainment, inc.",  sony,sony,1,4,33
7691,100,100,100,100,100,  sony,sony corporation,  sony,sony,1,4,16
7692,100,100,57,100,90,  sony creative,sony creative software inc.,  sony,sony,1,4,27
7693,100,100,33,100,90,  sony ericsson communications,sony ericsson communications ab,  sony,sony,1,4,31
7694,100,100,28,100,60,  sony ericsson mobile communications,sony ericsson mobile communications,  sony,sony,1,4,35
7695,100,100,35,100,90,  sony mobile communications,sony mobile communications ab,  sony,sony,1,4,29
7696,100,100,35,100,90,  sony mobile communications,sony mobile communications inc.,  sony,sony,1,4,31
7697,100,100,35,100,90,  sony network international,sony network entertainment international llc,  sony,sony,1,4,44
7698,100,100,63,100,90,  sony online,sony online entertainment,  sony,sony,1,4,25
7699,100,100,100,100,100,  sophos,sophos limited,  sophos,sophos,1,6,14
7700,43,35,44,53,50,  symbolic sound,symbolic sound corporation,  sound exchange,sound exchange project,0,22,26
7701,45,57,40,53,50,  blue ripple sound,blue ripple sound,  sound exchange,sound_exchange_project,0,22,17
7702,58,57,53,56,53,  flux:: sound picture,flux:: sound and picture development,  sound exchange,sound_exchange_project,0,22,36
7703,100,100,100,100,100,  sourcegear,sourcegear,  sourcegear,sourcegear,1,10,10
7704,100,100,100,100,100,  sourcegear,"sourcegear, llc",  sourcegear,sourcegear,1,10,15
7705,85,100,93,91,91,  aspeed,aspeed,  speed,speed software,0,14,6
7706,85,100,93,91,91,  aspeed,aspeed technology inc.,  speed,speed software,0,14,22
7707,100,100,61,100,90,  speed analysis,speed analysis,  speed,speed software,0,14,14
7708,100,100,64,56,90,  speedanalysis,speedanalysis.com,  speed,speed software,0,14,17
7709,100,100,78,71,90,  speedapps,speedapps software inc,  speed,speed software,0,14,22
7710,100,100,82,77,90,  speedbit,speedbit ltd.,  speed,speed software,0,14,13
7711,100,100,67,59,90,  speedchecker,speedchecker limited,  speed,speed software,0,14,20
7712,100,100,70,63,90,  speedcrunch,speedcrunch,  speed,speed software,0,14,11
7713,100,100,82,77,90,  speedial,speedial,  speed,speed software,0,14,8
7714,100,100,74,100,90,  speed-soft,speed-soft,  speed,speed software,1,14,10
7715,71,100,74,67,90,  superspeed,superspeed llc,  speed,speed software,0,14,14
7716,57,50,62,67,63,  common dreams,common dreams media,  speed dreams,speed-dreams,0,12,19
7717,57,58,59,67,85,  infinite dreams sp,infinite dreams sp. z o.o,  speed dreams,speed-dreams,0,12,25
7718,71,66,67,62,62,  speed analysis,speed analysis,  speed dreams,speed-dreams,0,12,14
7719,57,66,63,67,63,  whitemoon dreams,whitemoon dreams,  speed dreams,speed-dreams,0,12,16
7720,100,100,74,67,90,  spiceworks,"spiceworks, inc.",  spice,spice project,0,13,16
7721,100,100,100,100,100,  spigot,"spigot, inc.",  spigot,spigot,1,6,12
7722,100,100,100,100,100,  splunk,"splunk, inc.",  splunk,splunk,1,6,12
7723,100,100,100,100,100,  sprockets,3 sprockets,  sprockets,sprockets project,1,17,11
7724,100,100,100,100,100,  sqldts,sqldts.com,  sqldts,sqldts,1,6,10
7725,87,100,57,100,90,  system data sqlite,system.data.sqlite team,  sqlite,sqlite,1,6,23
7726,69,54,61,63,85,  spooky squid games,spooky squid games inc.,  squid cache,squid-cache,0,11,23
7727,61,54,59,63,59,  squid in box,squid in a box ltd,  squid cache,squid-cache,0,11,18
7728,53,45,54,64,60,  tiger squid,tiger and squid,  squid cache,squid-cache,0,11,15
7729,61,63,53,63,85,  triple squid design,triple squid software design,  squid cache,squid-cache,0,11,28
7730,53,45,54,63,59,  turbo squid,turbo squid,  squid cache,squid-cache,0,11,11
7731,60,100,22,15,60,  kadokawa games grasshopper manufacture,kadokawa games / grasshopper manufacture,  ssh,ssh,0,3,40
7732,60,100,71,60,90,  messhof,messhof,  ssh,ssh,0,3,7
7733,60,100,67,55,90,  passshow,passshow software,  ssh,ssh,0,3,17
7734,60,100,42,30,90,  passshow-software,passshow-software,  ssh,ssh,0,3,17
7735,100,100,57,40,90,  stepware," stepware, inc.",  st,st,0,2,15
7736,50,100,44,29,90,  custom build,(custom build),  st,st,0,2,14
7737,50,100,57,44,90,  14° east,14° east,  st,st,0,2,9
7738,50,100,44,29,90,  2k australia,2k australia,  st,st,0,2,12
7739,50,100,53,36,90,  2k boston,2k boston,  st,st,0,2,9
7740,50,100,40,25,90,  343 industries,343 industries,  st,st,0,2,14
7741,50,100,40,25,90,  crowd monsters,a crowd of monsters,  st,st,0,2,19
7742,50,100,67,50,90,  aastra,aastra,  st,st,0,2,6
7743,50,100,57,40,90,  abstergo,abstergo,  st,st,0,2,8
7744,50,100,35,21,60,  abstraction games,abstraction games,  st,st,0,2,17
7745,50,100,44,29,90,  abstrium sas,abstrium sas,  st,st,0,2,12
7746,50,100,50,33,90,  acasystems,acasystems,  st,st,0,2,10
7747,50,100,53,36,90,  acoustica,acoustica,  st,st,0,2,9
7748,50,100,47,31,90,  activestate,activestate,  st,st,0,2,11
7749,50,100,47,31,90,  activestate,activestate corp.,  st,st,0,2,17
7750,50,100,47,31,90,  activestate,activestate corporation,  st,st,0,2,23
7751,50,100,47,31,90,  activestate,activestate software inc.,  st,st,0,2,25
7752,50,100,47,31,90,  adam foster,adam foster,  st,st,0,2,11
7753,50,100,42,27,90,  administrator,administrator,  st,st,0,2,13
7754,50,100,26,15,60,  adobe system incorporated,adobe system incorporated,  st,st,0,2,25
7755,50,100,21,11,60,  advanced distributed learning adl,advanced distributed learning (adl),  st,st,0,2,35
7756,50,100,57,40,90,  alastria,alastria software,  st,st,0,2,17
7757,50,100,53,36,90,  alersteam,"alersteam, inc.",  st,st,0,2,15
7758,75,100,33,20,60,  alexander styopkin,alexander g styopkin,  st,st,0,2,20
7759,50,100,26,15,60,  alexandra instituttet a/s,alexandra instituttet a/s,  st,st,0,2,25
7760,50,100,53,36,90,  almageste,almageste,  st,st,0,2,9
7761,50,100,33,20,60,  almost human games,almost human games,  st,st,0,2,18
7762,50,100,38,24,90,  ampinstallation,ampinstallation,  st,st,0,2,15
7763,50,100,44,29,90,  andy dustman,andy dustman,  st,st,0,2,12
7764,75,100,30,20,60,"  anhui ustc iflytek """"","anhui ustc iflytek co., ltd.""""",  st,st,0,2,30
7765,50,100,36,22,90,  animationstudios,animationstudios,  st,st,0,2,16
7766,50,100,35,21,60,  applied acoustics,applied acoustics systems,  st,st,0,2,25
7767,50,100,36,22,90,  arc system works,arc system works,  st,st,0,2,16
7768,50,100,36,22,90,  arc system works,"arc system works co., ltd.",  st,st,0,2,26
7769,50,100,53,36,90,  aristenfx,aristenfx,  st,st,0,2,9
7770,50,100,26,15,60,  artsacoustic vertrieb gbr,artsacoustic vertrieb gbr,  st,st,0,2,25
7771,75,100,20,11,60,  assistance resources for computing,"assistance and resources for computing, inc.",  st,st,0,2,44
7772,75,100,42,27,90,  asteroid base,asteroid base,  st,st,0,2,13
7773,75,100,53,36,90,  astonsoft,astonsoft ltd,  st,st,0,2,13
7774,75,100,53,36,90,  astonsoft,astonsoft ltd.,  st,st,0,2,14
7775,75,100,44,29,90,  astragon/tml,astragon/tml studios,  st,st,0,2,20
7776,75,100,62,44,90,  astrill,astrill,  st,st,0,2,7
7777,75,100,50,33,90,  astro port,astro port,  st,st,0,2,10
7778,75,100,50,33,90,  astrocomma,"astrocomma, inc.",  st,st,0,2,16
7779,75,100,50,33,90,  astromenda,astromenda,  st,st,0,2,10
7780,75,100,24,14,60,  astro-vision futuretech pvt,astro-vision futuretech pvt.ltd.,  st,st,0,2,32
7781,75,100,38,24,90,  astute graphics,astute graphics limited,  st,st,0,2,23
7782,75,100,62,44,90,  asustek,asustek,  st,st,0,2,7
7783,75,100,36,22,90,  asustek computer,asustek computer inc.,  st,st,0,2,21
7784,75,100,38,24,90,  asustekcomputer,asustekcomputer.inc,  st,st,0,2,19
7785,75,100,28,16,60,  atwood heavy industries,atwood heavy industries,  st,st,0,2,23
7786,50,100,53,36,90,  avanquest,avanquest,  st,st,0,2,9
7787,50,100,53,36,90,  avanquest,avanquest software,  st,st,0,2,18
7788,50,100,42,27,90,  avanquest usa,"avanquest usa, inc.",  st,st,0,2,19
7789,50,100,73,57,90,  avast,avast software,  st,st,0,2,14
7790,50,100,38,24,90,  baes christiaan,baes christiaan,  st,st,0,2,15
7791,50,100,53,36,90,  balisteor,balisteor,  st,st,0,2,9
7792,50,100,47,31,90,  ballerstand,ballerstand,  st,st,0,2,11
7793,50,100,16,9,60,  banque industrielle et commerciale de chine,banque industrielle et commerciale de chine,  st,st,0,2,43
7794,50,100,38,24,90,  basta computing,basta computing,  st,st,0,2,15
7795,50,100,18,10,60,  bastien mensink must in every office bv,bastien mensink - a must in every office bv,  st,st,0,2,43
7796,50,100,42,27,90,  beatassist eu,beatassist.eu,  st,st,0,2,13
7797,50,100,18,10,60,  beijing huada zhibao electronic system,"beijing huada zhibao electronic system co.,ltd.",  st,st,0,2,47
7798,50,100,27,15,60,  beijing watchdata system,beijing watchdata system co. ltd.,  st,st,0,2,33
7799,50,100,38,24,90,  belastingdienst,belastingdienst,  st,st,0,2,15
7800,50,100,44,29,90,  best service,best service,  st,st,0,2,12
7801,50,100,47,31,90,  best canada,best software canada ltd.,  st,st,0,2,25
7802,50,100,50,33,90,  bestoffers,bestoffers,  st,st,0,2,10
7803,75,100,29,17,60,  bethesda game studios®,bethesda game studios®,  st,st,0,2,23
7804,50,100,38,24,90,  binaryconstruct,binaryconstruct,  st,st,0,2,15
7805,50,100,50,33,90,  bitmonster,"bitmonster, inc.",  st,st,0,2,16
7806,50,100,35,24,60,  bits &amp; beasts,bits &amp; beasts,  st,st,0,2,17
7807,75,100,20,11,60,  biuro informatyki stosowanej format,biuro informatyki stosowanej format,  st,st,0,2,35
7808,50,100,33,20,60,  black forest games,black forest games,  st,st,0,2,18
7809,50,100,53,36,90,  bluestack,"bluestack systems, inc.",  st,st,0,2,23
7810,50,100,33,20,60,  bongiovi acoustics,bongiovi acoustics,  st,st,0,2,18
7811,50,100,73,57,90,  boost,boost.org,  st,st,0,2,9
7812,50,100,44,29,90,  boosterboard,boosterboard,  st,st,0,2,12
7813,50,100,47,31,90,  boostmaster,boostmaster,  st,st,0,2,11
7814,50,100,40,25,90,  boston college,boston college,  st,st,0,2,14
7815,50,100,29,17,60,  briljant ekonomisystem,briljant ekonomisystem ab,  st,st,0,2,25
7816,50,100,32,19,60,  broadcast equipment,broadcast equipment,  st,st,0,2,19
7817,50,100,33,20,60,  brother industries,"brother industries, ltd.",  st,st,0,2,24
7818,50,100,44,29,90,  browsestudio,browsestudio,  st,st,0,2,12
7819,50,100,44,29,90,  bvsystems be,bvsystems.be,  st,st,0,2,12
7820,50,100,53,36,90,  camstudio,camstudio,  st,st,0,2,9
7821,50,100,30,17,60,  camstudio open source,camstudio open source,  st,st,0,2,21
7822,50,100,26,15,60,  camstudio open source dev,camstudio open source dev team,  st,st,0,2,30
7823,50,100,36,22,90,  carsten keutmann,carsten keutmann,  st,st,0,2,16
7824,50,100,44,29,90,  castle pixel,"castle pixel, llc.",  st,st,0,2,18
7825,50,100,36,22,90,  caustic graphics,"caustic graphics, inc.",  st,st,0,2,22
7826,75,100,26,15,60,  ccrma stanford university,"ccrma, stanford university",  st,st,0,2,26
7827,75,100,33,20,60,  cewe stiftung kgaa,cewe stiftung u co. kgaa,  st,st,0,2,24
7828,50,100,44,29,90,  chemstations,chemstations,  st,st,0,2,12
7829,50,100,28,16,60,  china construction bank,china construction bank,  st,st,0,2,23
7830,50,100,36,22,90,  christian diefer,christian diefer,  st,st,0,2,16
7831,50,100,38,24,90,  christian dywan,christian dywan,  st,st,0,2,15
7832,50,100,36,22,90,  christian gulden,christian gulden,  st,st,0,2,16
7833,50,100,15,16,60,  christian hohnstaedt <christian@hohnstaedt de>,christian hohnstaedt <christian@hohnstaedt.de>,  st,st,0,2,46
7834,50,100,36,22,90,  christian kaiser,christian kaiser,  st,st,0,2,16
7835,50,100,35,21,60,  christian kindahl,christian kindahl,  st,st,0,2,17
7836,50,100,38,24,90,  christian moser,christian moser,  st,st,0,2,15
7837,50,100,30,17,60,  christian resma helle,christian resma helle,  st,st,0,2,21
7838,50,100,35,21,60,  christian thoeing,christian thoeing,  st,st,0,2,17
7839,50,100,40,25,90,  christine love,christine love,  st,st,0,2,14
7840,50,100,35,21,60,  christoph grether,christoph grether,  st,st,0,2,17
7841,50,100,36,22,90,  christoph keller,christoph keller,  st,st,0,2,16
7842,50,100,24,13,60,  christopher cinq-mars jarvis,christopher cinq-mars jarvis,  st,st,0,2,28
7843,50,100,19,11,60,  ciro mattia gonano paweł jastrzębski,"ciro mattia gonano, paweł jastrzębski",  st,st,0,2,39
7844,75,100,50,33,90,  city state,city state entertainment,  st,st,0,2,24
7845,50,100,31,18,60,  clipping-path-studio,clipping-path-studio.com,  st,st,0,2,24
7846,50,100,50,33,90,  clockstone,clockstone,  st,st,0,2,10
7847,50,100,50,33,90,  clockstone,clockstone software gmbh,  st,st,0,2,24
7848,50,100,50,33,90,  clockstone,clockstone studios,  st,st,0,2,18
7849,50,100,42,27,90,  code industry,code industry ltd.,  st,st,0,2,18
7850,50,100,44,29,90,  code mystics,code mystics,  st,st,0,2,12
7851,50,100,40,25,90,  code orchestra,code orchestra,  st,st,0,2,14
7852,50,100,47,31,90,  codemasters,codemasters,  st,st,0,2,11
7853,50,100,33,20,60,  codemasters action,codemasters action studio,  st,st,0,2,25
7854,50,100,29,17,60,  codemasters birmingham,codemasters birmingham,  st,st,0,2,22
7855,50,100,47,31,90,  codemasters,codemasters digital,  st,st,0,2,19
7856,50,100,33,20,60,  codemasters racing,codemasters racing,  st,st,0,2,18
7857,50,100,33,20,60,  codemasters racing,codemasters racing studio,  st,st,0,2,25
7858,50,100,47,31,90,  codemasters,codemasters studios,  st,st,0,2,19
7859,50,100,47,31,90,  codestation,codestation,  st,st,0,2,11
7860,75,100,44,29,90,  coffee stain,coffee stain studios,  st,st,0,2,20
7861,50,100,29,17,60,  compiled by testncrash,compiled by testncrash,  st,st,0,2,22
7862,50,100,31,18,60,  constantin kaplinsky,constantin kaplinsky,  st,st,0,2,20
7863,50,100,42,27,90,  cooler master,cooler master,  st,st,0,2,13
7864,50,100,42,27,90,  cooler master,"cooler master co., ltd.",  st,st,0,2,23
7865,50,100,44,29,90,  copybugpaste,copybugpaste,  st,st,0,2,12
7866,50,100,28,16,60,  counter-strike fan club,counter-strike fan club,  st,st,0,2,23
7867,50,100,40,25,90,  cristi diaconu,cristi diaconu,  st,st,0,2,14
7868,50,100,35,21,60,  crystal decisions,"crystal decisions, inc.",  st,st,0,2,23
7869,50,100,35,21,60,  crystal dew world,crystal dew world,  st,st,0,2,17
7870,50,100,36,22,90,  crystal dynamics,crystal dynamics,  st,st,0,2,16
7871,50,100,36,22,90,  crystal dynamics,crystal dynamics inc.,  st,st,0,2,21
7872,50,100,40,25,90,  crystal hammer,crystal hammer,  st,st,0,2,14
7873,50,100,40,25,90,  crystal office,crystal office systems,  st,st,0,2,22
7874,50,100,38,24,90,  crystal reports,crystal reports,  st,st,0,2,15
7875,50,100,44,29,90,  crystal rich,crystal rich ltd,  st,st,0,2,16
7876,50,100,44,29,90,  crystal rich,"crystal rich, ltd",  st,st,0,2,17
7877,50,100,42,27,90,  crystal shard,crystal shard,  st,st,0,2,13
7878,50,100,38,24,90,  crystalgraphics,crystalgraphics,  st,st,0,2,15
7879,50,100,47,31,90,  crystalidea,"crystalidea software, inc.",  st,st,0,2,26
7880,75,100,47,31,90,  csr-studios,csr-studios,  st,st,0,2,11
7881,50,100,50,33,90,  cyberghost,cyberghost s.r.l.,  st,st,0,2,17
7882,50,100,36,22,90,  cybertime system,cybertime system,  st,st,0,2,16
7883,50,100,57,40,90,  czmaster,czmaster,  st,st,0,2,8
7884,50,100,47,31,90,  dastronomia,dastronomia,  st,st,0,2,11
7885,50,100,57,40,90,  datastax,datastax,  st,st,0,2,8
7886,50,100,57,40,90,  datastax,datastax inc.,  st,st,0,2,13
7887,50,100,35,21,60,  dave brotherstone,dave brotherstone,  st,st,0,2,17
7888,50,100,40,25,90,  deconstructeam,deconstructeam,  st,st,0,2,14
7889,50,100,42,27,90,  defrost games,defrost games,  st,st,0,2,13
7890,75,100,36,22,90,  denis stankovski,denis stankovski,  st,st,0,2,16
7891,50,100,30,17,57,  desktop assistance lp,"desktop assistance, lp",  st,st,0,2,22
7892,50,100,62,44,90,  destiny,"destiny media technologies, inc.",  st,st,0,2,32
7893,50,100,32,19,60,  destiny productions,destiny software productions inc.,  st,st,0,2,33
7894,50,100,42,27,90,  destrax games,destrax games,  st,st,0,2,13
7895,50,100,30,17,60,  destructive creations,destructive creations,  st,st,0,2,21
7896,50,100,30,17,60,  digerati distribution,digerati distribution,  st,st,0,2,21
7897,50,100,35,21,60,  digipen institute,digipen institute of technology,  st,st,0,2,31
7898,50,100,53,36,90,  digistump,digistump llc,  st,st,0,2,13
7899,50,100,32,36,60,  digistump digistump,digistump llc (digistump.com),  st,st,0,2,29
7900,50,100,36,22,90,  distech controls,distech controls inc,  st,st,0,2,20
7901,50,100,73,57,90,  doist,doist ltd.,  st,st,0,2,10
7902,50,100,50,33,90,  dovestones,dovestones software,  st,st,0,2,19
7903,50,100,62,44,90,  draster,"draster, inc.",  st,st,0,2,13
7904,50,100,40,25,90,  driver restore,driver restore,  st,st,0,2,14
7905,75,100,47,31,90,  duka istvan,duka istvan,  st,st,0,2,11
7906,50,100,38,24,90,  dustin blackman,dustin blackman,  st,st,0,2,15
7907,50,100,24,14,60,  dynamic depth australia pty,dynamic digital depth australia pty ltd,  st,st,0,2,39
7908,50,100,29,17,60,  dynastream innovations,dynastream innovations,  st,st,0,2,22
7909,50,100,29,17,60,  dynastream innovations,"dynastream innovations, inc.",  st,st,0,2,28
7910,100,100,50,33,90,  strunnikov,e. strunnikov,  st,st,0,2,13
7911,50,100,42,27,90,  earmaster aps,earmaster aps,  st,st,0,2,13
7912,50,100,26,15,60,  easiestsoft international,easiestsoft international llc.,  st,st,0,2,30
7913,50,100,36,22,90,  east west sounds,"east west sounds, inc.",  st,st,0,2,22
7914,50,100,38,24,90,  easterngraphics,easterngraphics,  st,st,0,2,15
7915,50,100,30,17,60,  eastman kodak company,eastman kodak company,  st,st,0,2,21
7916,50,100,38,24,90,  eastwest sounds,"eastwest sounds, inc",  st,st,0,2,20
7917,50,100,38,24,90,  eastwest sounds,"eastwest sounds, inc.",  st,st,0,2,21
7918,50,100,38,24,90,  easygamestation,easygamestation,  st,st,0,2,15
7919,50,100,62,44,90,  eboostr,eboostr,  st,st,0,2,7
7920,50,100,42,27,90,  ebstudio info,ebstudio.info,  st,st,0,2,13
7921,50,100,57,40,90,  echostar,echostar,  st,st,0,2,8
7922,50,100,38,24,90,  eden industries,eden industries,  st,st,0,2,15
7923,75,100,35,21,60,  edv astro service,edv & astro service,  st,st,0,2,19
7924,50,100,33,20,60,  electrolyte last17,electrolyte / last17,  st,st,0,2,20
7925,50,100,27,15,60,  endicia internet postage,endicia internet postage,  st,st,0,2,24
7926,50,100,53,36,90,  entrusted,entrusted,  st,st,0,2,9
7927,50,100,21,12,60,  environmental research institute,"environmental systems research institute, inc.",  st,st,0,2,46
7928,75,100,62,44,90,  estelar,estelar software inc.,  st,st,0,2,21
7929,75,100,67,50,90,  esties,esties,  st,st,0,2,6
7930,75,100,62,44,90,  estsoft,estsoft corp.,  st,st,0,2,13
7931,50,100,50,33,90,  eventghost,eventghost project,  st,st,0,2,18
7932,75,100,30,17,60,  evernote sticky notes,evernote sticky notes,  st,st,0,2,21
7933,50,100,50,33,90,  experitest,experitest,  st,st,0,2,10
7934,75,100,35,21,60,  fabrizio stellato,fabrizio stellato,  st,st,0,2,17
7935,50,100,40,25,90,  fairstars soft,fairstars soft,  st,st,0,2,14
7936,50,100,47,31,90,  faronstudio,faronstudio,  st,st,0,2,11
7937,50,100,73,57,90,  fasto,fasto,  st,st,0,2,5
7938,50,100,62,44,90,  fastogt,fastogt,  st,st,0,2,7
7939,50,100,40,25,90,  faststone soft,faststone soft,  st,st,0,2,14
7940,50,100,40,25,90,  faststone soft,faststone soft.,  st,st,0,2,15
7941,50,100,50,33,90,  faststudio,"faststudio, inc.",  st,st,0,2,16
7942,50,100,53,36,90,  fieldston,fieldston software,  st,st,0,2,18
7943,50,100,47,31,90,  fifa master,fifa master,  st,st,0,2,11
7944,50,100,50,33,90,  filestream,"filestream, inc.",  st,st,0,2,16
7945,50,100,47,31,90,  firestarter,firestarter,  st,st,0,2,11
7946,50,100,47,31,90,  first floor,first floor software,  st,st,0,2,20
7947,50,100,42,27,90,  fistful frags,fistful of frags team,  st,st,0,2,21
7948,50,100,32,19,60,  flagship industries,"flagship industries, inc.",  st,st,0,2,25
7949,50,100,50,33,90,  fly system,fly system,  st,st,0,2,10
7950,50,100,42,27,90,  focus booster,focus booster,  st,st,0,2,13
7951,50,100,35,21,60,  foundstone mcafee,foundstone (mcafee),  st,st,0,2,19
7952,50,100,38,24,90,  freeaudiostudio,freeaudiostudio inc.,  st,st,0,2,20
7953,50,100,57,40,90,  freestar,freestar,  st,st,0,2,8
7954,50,100,47,31,90,  frost earth,frost earth studio,  st,st,0,2,18
7955,50,100,38,24,90,  frozen district,frozen district,  st,st,0,2,15
7956,50,100,50,33,90,  fusty game,fusty game,  st,st,0,2,10
7957,50,100,67,50,90,  gabest,gabest,  st,st,0,2,6
7958,50,100,40,25,90,  game institute,game institute,  st,st,0,2,14
