,vendor_X,software_X,title_X,DisplayName0,release_X,Version0,fz_ratio,fz_ptl_ratio,fz_tok_set_ratio,fz_ptl_tok_sort_ratio,fz_uwratio,fz_rel_ratio,fz_rel_ptl_ratio,t_cve_name,titlX_len,DsplyNm0_len,match
20656,oracle,jre,Oracle JRE 1.7.0 Update 11,Java 7 Update 11 (64-bit),1.7.0,7.0.110,57,61,100,62,69,100,100,cpe:/a:oracle:jre:1.7.0:update11,26,25,1
20657,oracle,jre,Oracle JRE 1.7.0 Update 15,Java 7 Update 15,1.7.0,7.0.150,70,75,100,74,76,100,100,cpe:/a:oracle:jre:1.7.0:update15,26,16,1
20658,oracle,jre,Oracle JRE 1.7.0 Update 15,Java 7 Update 15 (64-bit),1.7.0,7.0.150,57,61,100,62,69,100,100,cpe:/a:oracle:jre:1.7.0:update15,26,25,1
20659,oracle,jre,Oracle JRE 1.7.0 Update 17,Java 7 Update 17 (64-bit),1.7.0,7.0.170,57,61,100,62,69,100,100,cpe:/a:oracle:jre:1.7.0:update17,26,25,1
20660,oracle,jre,Oracle JRE 1.7.0 Update 21,Java 7 Update 21,1.7.0,7.0.210,70,75,100,74,76,100,100,cpe:/a:oracle:jre:1.7.0:update21,26,16,1
20661,oracle,jre,Oracle JRE 1.7.0 Update 21,Java 7 Update 21 (64-bit),1.7.0,7.0.210,57,61,100,62,69,100,100,cpe:/a:oracle:jre:1.7.0:update21,26,25,1
20662,oracle,jre,Oracle JRE 1.7.0 Update 25,Java 7 Update 25,1.7.0,7.0.250,70,75,100,74,76,100,100,cpe:/a:oracle:jre:1.7.0:update25,26,16,1
20663,oracle,jre,Oracle JRE 1.7.0 Update 25,Java 7 Update 25 (64-bit),1.7.0,7.0.250,57,61,100,62,69,100,100,cpe:/a:oracle:jre:1.7.0:update25,26,25,1
20664,oracle,jre,Oracle JRE 1.7.0 Update 40,Java 7 Update 40,1.7.0,7.0.400,70,75,100,74,76,100,100,cpe:/a:oracle:jre:1.7.0:update_40,26,16,1
20665,oracle,jre,Oracle JRE 1.7.0 Update 4,Java 7 Update 40,1.7.0,7.0.400,67,70,100,71,71,92,100,cpe:/a:oracle:jre:1.7.0:update4,25,16,0
20666,oracle,jre,Oracle JRE 1.7.0 Update 40,Java 7 Update 40 (64-bit),1.7.0,7.0.400,57,61,100,67,69,100,100,cpe:/a:oracle:jre:1.7.0:update_40,26,25,1
20667,oracle,jre,Oracle JRE 1.7.0 Update 4,Java 7 Update 40 (64-bit),1.7.0,7.0.400,53,60,100,68,64,92,100,cpe:/a:oracle:jre:1.7.0:update4,25,25,0
20668,oracle,jre,Oracle JRE 1.7.0 Update 45,Java 7 Update 45,1.7.0,7.0.450,70,75,100,74,76,100,100,cpe:/a:oracle:jre:1.7.0:update_45,26,16,1
20669,oracle,jre,Oracle JRE 1.7.0 Update 45,Java 7 Update 45 (64-bit),1.7.0,7.0.450,57,61,100,62,69,100,100,cpe:/a:oracle:jre:1.7.0:update_45,26,25,1
20670,oracle,jre,Oracle JRE 1.7.0 Update 51,Java 7 Update 51,1.7.0,7.0.510,70,75,100,74,76,100,100,cpe:/a:oracle:jre:1.7.0:update_51,26,16,1
20671,oracle,jre,Oracle JRE 1.7.0 Update 51,Java 7 Update 51 (64-bit),1.7.0,7.0.510,57,61,100,62,69,100,100,cpe:/a:oracle:jre:1.7.0:update_51,26,25,1
20672,oracle,jre,Oracle JRE 1.7.0 Update 60,Java 7 Update 6,1.7.0,7.0.60,67,73,100,71,71,92,100,cpe:/a:oracle:jre:1.7.0:update_60,26,15,0
20673,oracle,jre,Oracle JRE 1.7.0 Update 6,Java 7 Update 6,1.7.0,7.0.60,69,73,100,73,76,100,100,cpe:/a:oracle:jre:1.7.0:update6,25,15,1
20674,oracle,jre,Oracle JRE 1.7.0 Update 60,Java 7 Update 6 (64-bit),1.7.0,7.0.60,53,57,100,63,59,92,100,cpe:/a:oracle:jre:1.7.0:update_60,26,24,0
20675,oracle,jre,Oracle JRE 1.7.0 Update 6,Java 7 Update 6 (64-bit),1.7.0,7.0.60,55,60,100,65,67,100,100,cpe:/a:oracle:jre:1.7.0:update6,25,24,1
20676,oracle,jre,Oracle JRE 1.7.0 Update 60,Java 7 Update 60,1.7.0,7.0.600,70,75,100,74,76,100,100,cpe:/a:oracle:jre:1.7.0:update_60,26,16,1
20677,oracle,jre,Oracle JRE 1.7.0 Update 6,Java 7 Update 60,1.7.0,7.0.600,67,70,100,71,71,92,100,cpe:/a:oracle:jre:1.7.0:update6,25,16,0
20678,oracle,jre,Oracle JRE 1.7.0 Update 60,Java 7 Update 60 (64-bit),1.7.0,7.0.600,57,61,100,67,69,100,100,cpe:/a:oracle:jre:1.7.0:update_60,26,25,1
20679,oracle,jre,Oracle JRE 1.7.0 Update 6,Java 7 Update 60 (64-bit),1.7.0,7.0.600,53,60,100,68,64,92,100,cpe:/a:oracle:jre:1.7.0:update6,25,25,0
20680,oracle,jre,Oracle JRE 1.7.0 Update 7,Java 7 Update 7,1.7.0,7.0.70,69,73,100,73,73,100,100,cpe:/a:oracle:jre:1.7.0:update7,25,15,1
20681,oracle,jre,Oracle JRE 1.7.0 Update 7,Java 7 Update 7 (64-bit),1.7.0,7.0.70,55,60,100,65,63,100,100,cpe:/a:oracle:jre:1.7.0:update7,25,24,1
20682,oracle,jre,Oracle JRE 1.7.0 Update 71,Java 7 Update 71,1.7.0,7.0.710,70,75,100,74,76,100,100,cpe:/a:oracle:jre:1.7.0:update_71,26,16,1
20683,oracle,jre,Oracle JRE 1.7.0 Update 71,Java 7 Update 71 (64-bit),1.7.0,7.0.710,57,61,100,67,69,100,100,cpe:/a:oracle:jre:1.7.0:update_71,26,25,1
20684,oracle,jre,Oracle JRE 1.7.0 Update 72,Java 7 Update 72 (64-bit),1.7.0,7.0.720,57,61,100,67,69,100,100,cpe:/a:oracle:jre:1.7.0:update_72,26,25,1
20685,oracle,jre,Oracle JRE 1.7.0 Update 76,Java 7 Update 76,1.7.0,7.0.760,70,75,100,74,76,100,100,cpe:/a:oracle:jre:1.7.0:update_76,26,16,1
20686,oracle,jre,Oracle JRE 1.7.0 Update 76,Java 7 Update 76 (64-bit),1.7.0,7.0.760,57,61,100,67,69,100,100,cpe:/a:oracle:jre:1.7.0:update_76,26,25,1
20687,oracle,jre,Oracle JRE 1.7.0 Update 9,Java 7 Update 9,1.7.0,7.0.90,69,73,100,73,76,100,100,cpe:/a:oracle:jre:1.7.0:update9,25,15,1
20688,oracle,jre,Oracle JRE 1.7.0 Update 9,Java 7 Update 9 (64-bit),1.7.0,7.0.90,55,60,100,65,67,100,100,cpe:/a:oracle:jre:1.7.0:update9,25,24,1
20689,oracle,jdk,Oracle JDK 1.8.0 Update 25,Java 8 Update 25,1.8.0,8.0.250,70,75,100,74,76,100,100,cpe:/a:oracle:jdk:1.8.0:update_25,26,16,1
20690,oracle,jre,Oracle JRE 1.8.0 Update 25,Java 8 Update 25,1.8.0,8.0.250,70,75,100,74,76,100,100,cpe:/a:oracle:jre:1.8.0:update_25,26,16,1
20691,oracle,jdk,Oracle JDK 1.8.0 Update 25,Java 8 Update 25 (64-bit),1.8.0,8.0.250,57,61,100,62,69,100,100,cpe:/a:oracle:jdk:1.8.0:update_25,26,25,1
20692,oracle,jre,Oracle JRE 1.8.0 Update 25,Java 8 Update 25 (64-bit),1.8.0,8.0.250,57,61,100,62,69,100,100,cpe:/a:oracle:jre:1.8.0:update_25,26,25,1
20693,oracle,jdk,Oracle JDK 1.8.0 Update_40,Java 8 Update 40,1.8.0,8.0.400,65,68,100,69,69,100,100,cpe:/a:oracle:jdk:1.8.0:update_40,26,16,1
20694,oracle,jre,Oracle JRE 1.8.0 Update 40,Java 8 Update 40,1.8.0,8.0.400,70,75,100,74,76,100,100,cpe:/a:oracle:jre:1.8.0:update_40,26,16,1
20695,oracle,jdk,Oracle JDK 1.8.0 Update_40,Java 8 Update 40 (64-bit),1.8.0,8.0.400,52,57,100,62,58,100,100,cpe:/a:oracle:jdk:1.8.0:update_40,26,25,0
20696,oracle,jre,Oracle JRE 1.8.0 Update 40,Java 8 Update 40 (64-bit),1.8.0,8.0.400,57,61,100,67,69,100,100,cpe:/a:oracle:jre:1.8.0:update_40,26,25,1
20697,oracle,database_server,Oracle Database Server 8.0.5,Java 8 Update 5 (64-bit),8.0.5,8.0.50,34,34,100,42,44,91,100,cpe:/a:oracle:database_server:8.0.5,28,24,1
20698,oracle,jdk,Oracle JDK 1.8.0 Update 5,Java 8 Update 5 (64-bit),1.8.0,8.0.50,55,60,100,60,67,100,100,cpe:/a:oracle:jdk:1.8.0:update_5,25,24,1
20699,oracle,jre,Oracle JRE 1.8.0 Update 5,Java 8 Update 5 (64-bit),1.8.0,8.0.50,55,60,100,60,67,100,100,cpe:/a:oracle:jre:1.8.0:update_5,25,24,1
20700,oracle,jdk,Oracle JDK 1.7.0 update1,Java SE Development Kit 7 Update 10,1.7.0,1.7.0.100,52,63,100,50,85,94,100,cpe:/a:oracle:jdk:1.7.0:update1,24,35,1
20701,oracle,jdk,Oracle JDK 1.7.0 Update 10,Java SE Development Kit 7 Update 10,1.7.0,1.7.0.100,57,66,100,52,85,100,100,cpe:/a:oracle:jdk:1.7.0:update10,26,35,1
20702,oracle,jdk,Oracle JDK 1.7.0 update1,Java SE Development Kit 7 Update 10 (64-bit),1.7.0,1.7.0.100,44,63,100,47,85,94,100,cpe:/a:oracle:jdk:1.7.0:update1,24,44,1
20703,oracle,jdk,Oracle JDK 1.7.0 Update 10,Java SE Development Kit 7 Update 10 (64-bit),1.7.0,1.7.0.100,49,66,100,46,85,100,100,cpe:/a:oracle:jdk:1.7.0:update10,26,44,1
20704,oracle,jdk,Oracle JDK 1.7.0 Update 11,Java SE Development Kit 7 Update 11,1.7.0,1.7.0.110,57,66,100,52,85,100,100,cpe:/a:oracle:jdk:1.7.0:update11,26,35,1
20705,oracle,jdk,Oracle JDK 1.7.0 Update 11,Java SE Development Kit 7 Update 11 (64-bit),1.7.0,1.7.0.110,49,66,100,46,85,100,100,cpe:/a:oracle:jdk:1.7.0:update11,26,44,1
20706,oracle,jdk,Oracle JDK 1.7.0 Update 13,Java SE Development Kit 7 Update 13,1.7.0,1.7.0.130,57,66,100,52,85,100,100,cpe:/a:oracle:jdk:1.7.0:update13,26,35,1
20707,oracle,jdk,Oracle JDK 1.7.0 Update 13,Java SE Development Kit 7 Update 13 (64-bit),1.7.0,1.7.0.130,49,66,100,46,85,100,100,cpe:/a:oracle:jdk:1.7.0:update13,26,44,1
20708,oracle,jdk,Oracle JDK 1.7.0 Update 15,Java SE Development Kit 7 Update 15 (64-bit),1.7.0,1.7.0.150,49,66,100,46,85,100,100,cpe:/a:oracle:jdk:1.7.0:update15,26,44,1
20709,oracle,jdk,Oracle JDK 1.7.0 Update 17,Java SE Development Kit 7 Update 17,1.7.0,1.7.0.170,57,66,100,52,85,100,100,cpe:/a:oracle:jdk:1.7.0:update17,26,35,1
20710,oracle,jdk,Oracle JDK 1.7.0 Update 17,Java SE Development Kit 7 Update 17 (64-bit),1.7.0,1.7.0.170,49,66,100,46,85,100,100,cpe:/a:oracle:jdk:1.7.0:update17,26,44,1
20711,oracle,jdk,Oracle JDK 1.7.0 Update 21,Java SE Development Kit 7 Update 21,1.7.0,1.7.0.210,57,66,100,52,85,100,100,cpe:/a:oracle:jdk:1.7.0:update21,26,35,1
20712,oracle,jdk,Oracle JDK 1.7.0 Update 21,Java SE Development Kit 7 Update 21 (64-bit),1.7.0,1.7.0.210,49,66,100,46,85,100,100,cpe:/a:oracle:jdk:1.7.0:update21,26,44,1
20713,oracle,jdk,Oracle JDK 1.7.0 Update 25,Java SE Development Kit 7 Update 25,1.7.0,1.7.0.250,57,66,100,52,85,100,100,cpe:/a:oracle:jdk:1.7.0:update25,26,35,1
20714,oracle,jdk,Oracle JDK 1.7.0 Update 25,Java SE Development Kit 7 Update 25 (64-bit),1.7.0,1.7.0.250,49,66,100,46,85,100,100,cpe:/a:oracle:jdk:1.7.0:update25,26,44,1
20715,oracle,jdk,Oracle JDK 1.7.0 Update 40,Java SE Development Kit 7 Update 4 (64-bit),1.7.0,1.7.0.40,47,61,100,47,85,94,100,cpe:/a:oracle:jdk:1.7.0:update_40,26,43,1
20716,oracle,jdk,Oracle JDK 1.7.0 Update 4,Java SE Development Kit 7 Update 4 (64-bit),1.7.0,1.7.0.40,48,65,100,47,85,100,100,cpe:/a:oracle:jdk:1.7.0:update4,25,43,1
20717,oracle,jdk,Oracle JDK 1.7.0 Update 40,Java SE Development Kit 7 Update 40,1.7.0,1.7.0.400,57,66,100,52,85,100,100,cpe:/a:oracle:jdk:1.7.0:update_40,26,35,1
20718,oracle,jdk,Oracle JDK 1.7.0 Update 4,Java SE Development Kit 7 Update 40,1.7.0,1.7.0.400,55,65,100,49,85,94,100,cpe:/a:oracle:jdk:1.7.0:update4,25,35,1
20719,oracle,jdk,Oracle JDK 1.7.0 Update 40,Java SE Development Kit 7 Update 40 (64-bit),1.7.0,1.7.0.400,49,66,100,49,85,100,100,cpe:/a:oracle:jdk:1.7.0:update_40,26,44,1
20720,oracle,jdk,Oracle JDK 1.7.0 Update 4,Java SE Development Kit 7 Update 40 (64-bit),1.7.0,1.7.0.400,47,65,100,50,85,94,100,cpe:/a:oracle:jdk:1.7.0:update4,25,44,1
20721,oracle,jdk,Oracle JDK 1.7.0 Update 45,Java SE Development Kit 7 Update 45,1.7.0,1.7.0.450,57,66,100,52,85,100,100,cpe:/a:oracle:jdk:1.7.0:update_45,26,35,1
20722,oracle,jdk,Oracle JDK 1.7.0 Update 45,Java SE Development Kit 7 Update 45 (64-bit),1.7.0,1.7.0.450,49,66,100,46,85,100,100,cpe:/a:oracle:jdk:1.7.0:update_45,26,44,1
20723,oracle,jdk,Oracle JDK 1.7.0 Update 5,Java SE Development Kit 7 Update 5,1.7.0,1.7.0.50,56,65,100,50,85,100,100,cpe:/a:oracle:jdk:1.7.0:update5,25,34,1
20724,oracle,jdk,Oracle JDK 1.7.0 Update 5,Java SE Development Kit 7 Update 5 (64-bit),1.7.0,1.7.0.50,48,65,100,44,85,100,100,cpe:/a:oracle:jdk:1.7.0:update5,25,43,1
20725,oracle,jdk,Oracle JDK 1.7.0 Update 51,Java SE Development Kit 7 Update 51,1.7.0,1.7.0.510,57,66,100,52,85,100,100,cpe:/a:oracle:jdk:1.7.0:update_51,26,35,1
20726,oracle,jdk,Oracle JDK 1.7.0 Update 51,Java SE Development Kit 7 Update 51 (64-bit),1.7.0,1.7.0.510,49,66,100,46,85,100,100,cpe:/a:oracle:jdk:1.7.0:update_51,26,44,1
20727,oracle,jdk,Oracle JDK 1.7.0 Update 60,Java SE Development Kit 7 Update 6 (64-bit),1.7.0,1.7.0.60,47,61,100,47,85,94,100,cpe:/a:oracle:jdk:1.7.0:update_60,26,43,1
20728,oracle,jdk,Oracle JDK 1.7.0 Update 6,Java SE Development Kit 7 Update 6 (64-bit),1.7.0,1.7.0.60,48,65,100,47,85,100,100,cpe:/a:oracle:jdk:1.7.0:update6,25,43,1
20729,oracle,jdk,Oracle JDK 1.7.0 Update 60,Java SE Development Kit 7 Update 60,1.7.0,1.7.0.600,57,66,100,52,85,100,100,cpe:/a:oracle:jdk:1.7.0:update_60,26,35,0
20730,oracle,jdk,Oracle JDK 1.7.0 Update 6,Java SE Development Kit 7 Update 60,1.7.0,1.7.0.600,55,65,100,49,85,94,100,cpe:/a:oracle:jdk:1.7.0:update6,25,35,1
20731,oracle,jdk,Oracle JDK 1.7.0 Update 60,Java SE Development Kit 7 Update 60 (64-bit),1.7.0,1.7.0.600,49,66,100,49,85,100,100,cpe:/a:oracle:jdk:1.7.0:update_60,26,44,0
20732,oracle,jdk,Oracle JDK 1.7.0 Update 6,Java SE Development Kit 7 Update 60 (64-bit),1.7.0,1.7.0.600,47,65,100,50,85,94,100,cpe:/a:oracle:jdk:1.7.0:update6,25,44,1
20733,oracle,jdk,Oracle JDK 1.7.0 Update 7,Java SE Development Kit 7 Update 7,1.7.0,1.7.0.70,56,65,100,50,85,100,100,cpe:/a:oracle:jdk:1.7.0:update7,25,34,1
20734,oracle,jdk,Oracle JDK 1.7.0 Update 7,Java SE Development Kit 7 Update 7 (64-bit),1.7.0,1.7.0.70,48,65,100,47,85,100,100,cpe:/a:oracle:jdk:1.7.0:update7,25,43,1
20735,oracle,jdk,Oracle JDK 1.7.0 Update 71,Java SE Development Kit 7 Update 71,1.7.0,1.7.0.710,57,66,100,52,85,100,100,cpe:/a:oracle:jdk:1.7.0:update_71,26,35,1
20736,oracle,jdk,Oracle JDK 1.7.0 Update 71,Java SE Development Kit 7 Update 71 (64-bit),1.7.0,1.7.0.710,49,66,100,49,85,100,100,cpe:/a:oracle:jdk:1.7.0:update_71,26,44,0
20737,oracle,jdk,Oracle JDK 1.7.0 update72,Java SE Development Kit 7 Update 72,1.7.0,1.7.0.720,55,65,100,45,85,100,100,cpe:/a:oracle:jdk:1.7.0:update_72,25,35,1
20738,oracle,jdk,Oracle JDK 1.7.0 update72,Java SE Development Kit 7 Update 72 (64-bit),1.7.0,1.7.0.720,47,65,100,43,85,100,100,cpe:/a:oracle:jdk:1.7.0:update_72,25,44,0
20739,oracle,jdk,Oracle JDK 1.7.0 Update 76,Java SE Development Kit 7 Update 76 (64-bit),1.7.0,1.7.0.760,49,66,100,49,85,100,100,cpe:/a:oracle:jdk:1.7.0:update_76,26,44,1
20740,oracle,jdk,Oracle JDK 1.7.0 Update 9,Java SE Development Kit 7 Update 9,1.7.0,1.7.0.90,56,65,100,50,85,100,100,cpe:/a:oracle:jdk:1.7.0:update9,25,34,1
20741,oracle,jdk,Oracle JDK 1.7.0 Update 9,Java SE Development Kit 7 Update 9 (64-bit),1.7.0,1.7.0.90,48,65,100,47,85,100,100,cpe:/a:oracle:jdk:1.7.0:update9,25,43,1
20742,oracle,database_server,Oracle Database Server 8.0.5,Java SE Development Kit 8 Update 5,8.0.5,8.0.50,39,39,100,44,85,91,100,cpe:/a:oracle:database_server:8.0.5,28,34,0
20743,oracle,jdk,Oracle JDK 1.8.0 Update 5,Java SE Development Kit 8 Update 5,1.8.0,8.0.50,56,65,100,50,85,100,100,cpe:/a:oracle:jdk:1.8.0:update_5,25,34,0
20744,oracle,jre,Oracle JRE 1.8.0 Update 5,Java SE Development Kit 8 Update 5,1.8.0,8.0.50,52,60,100,50,85,100,100,cpe:/a:oracle:jre:1.8.0:update_5,25,34,0
20745,oracle,database_server,Oracle Database Server 8.0.5,Java SE Development Kit 8 Update 5 (64-bit),8.0.5,8.0.50,33,39,100,39,85,91,100,cpe:/a:oracle:database_server:8.0.5,28,43,0
20746,oracle,jdk,Oracle JDK 1.8.0 Update 5,Java SE Development Kit 8 Update 5 (64-bit),1.8.0,8.0.50,48,65,100,44,85,100,100,cpe:/a:oracle:jdk:1.8.0:update_5,25,43,0
20747,oracle,jre,Oracle JRE 1.8.0 Update 5,Java SE Development Kit 8 Update 5 (64-bit),1.8.0,8.0.50,44,60,100,44,85,100,100,cpe:/a:oracle:jre:1.8.0:update_5,25,43,0
20748,oracle,jre,Oracle JRE 1.6.0 Update 22,Java(TM) 6 Update 22,1.6.0,6.0.220,63,65,100,68,72,100,100,cpe:/a:oracle:jre:1.6.0:update_22,26,20,0
20749,oracle,jre,Oracle JRE 1.6.0 Update 22,Java(TM) 6 Update 22 (64-bit),1.6.0,6.0.220,52,61,100,58,69,100,100,cpe:/a:oracle:jre:1.6.0:update_22,26,29,0
20750,oracle,jre,Oracle JRE 1.6.0 Update 23,Java(TM) 6 Update 23 (64-bit),1.6.0,6.0.230,52,61,100,58,69,100,100,cpe:/a:oracle:jre:1.6.0:update_23,26,29,0
20751,oracle,jre,Oracle JRE 1.6.0 Update 24,Java(TM) 6 Update 24,1.6.0,6.0.240,63,65,100,68,72,100,100,cpe:/a:oracle:jre:1.6.0:update_24,26,20,0
20752,oracle,jre,Oracle JRE 1.6.0 Update 24,Java(TM) 6 Update 24 (64-bit),1.6.0,6.0.240,52,61,100,58,69,100,100,cpe:/a:oracle:jre:1.6.0:update_24,26,29,0
20753,oracle,jre,Oracle JRE 1.6.0 Update 25,Java(TM) 6 Update 25,1.6.0,6.0.250,63,65,100,68,72,100,100,cpe:/a:oracle:jre:1.6.0:update_25,26,20,0
20754,oracle,jre,Oracle JRE 1.6.0 Update 25,Java(TM) 6 Update 25 (64-bit),1.6.0,6.0.250,52,61,100,58,69,100,100,cpe:/a:oracle:jre:1.6.0:update_25,26,29,0
20755,oracle,jre,Oracle JRE 1.6.0 Update 26,Java(TM) 6 Update 26,1.6.0,6.0.260,63,65,100,68,72,100,100,cpe:/a:oracle:jre:1.6.0:update_26,26,20,0
20756,oracle,jre,Oracle JRE 1.6.0 Update 26,Java(TM) 6 Update 26 (64-bit),1.6.0,6.0.260,52,61,100,58,69,100,100,cpe:/a:oracle:jre:1.6.0:update_26,26,29,0
20757,oracle,jre,Oracle JRE 1.6.0 Update 27,Java(TM) 6 Update 27,1.6.0,6.0.270,63,65,100,68,72,100,100,cpe:/a:oracle:jre:1.6.0:update_27,26,20,0
20758,oracle,jre,Oracle JRE 1.6.0 Update 27,Java(TM) 6 Update 27 (64-bit),1.6.0,6.0.270,52,61,100,58,69,100,100,cpe:/a:oracle:jre:1.6.0:update_27,26,29,0
20759,oracle,jre,Oracle JRE 1.6.0 Update 29,Java(TM) 6 Update 29,1.6.0,6.0.290,63,65,100,68,72,100,100,cpe:/a:oracle:jre:1.6.0:update_29,26,20,0
20760,oracle,jre,Oracle JRE 1.6.0 Update 29,Java(TM) 6 Update 29 (64-bit),1.6.0,6.0.290,52,61,100,58,69,100,100,cpe:/a:oracle:jre:1.6.0:update_29,26,29,0
20761,oracle,jre,Oracle JRE 1.6.0 Update 30,Java(TM) 6 Update 30,1.6.0,6.0.300,63,65,100,68,72,100,100,cpe:/a:oracle:jre:1.6.0:update_30,26,20,0
20762,oracle,jre,Oracle JRE 1.6.0 Update 30,Java(TM) 6 Update 30 (64-bit),1.6.0,6.0.300,52,61,100,58,69,100,100,cpe:/a:oracle:jre:1.6.0:update_30,26,29,0
20763,oracle,jre,Oracle JRE 1.6.0 Update 31,Java(TM) 6 Update 31,1.6.0,6.0.310,63,65,100,68,72,100,100,cpe:/a:oracle:jre:1.6.0:update_31,26,20,0
20764,oracle,jre,Oracle JRE 1.6.0 Update 31,Java(TM) 6 Update 31 (64-bit),1.6.0,6.0.310,52,61,100,58,69,100,100,cpe:/a:oracle:jre:1.6.0:update_31,26,29,0
20765,oracle,jre,Oracle JRE 1.6.0 Update 32,Java(TM) 6 Update 32,1.6.0,6.0.320,63,65,100,68,72,100,100,cpe:/a:oracle:jre:1.6.0:update_32,26,20,0
20766,oracle,jre,Oracle JRE 1.6.0 Update 32,Java(TM) 6 Update 32 (64-bit),1.6.0,6.0.320,52,61,100,58,69,100,100,cpe:/a:oracle:jre:1.6.0:update_32,26,29,0
20767,oracle,jre,Oracle JRE 1.6.0 Update 33,Java(TM) 6 Update 33,1.6.0,6.0.330,63,65,100,68,72,100,100,cpe:/a:oracle:jre:1.6.0:update_33,26,20,0
20768,oracle,jre,Oracle JRE 1.6.0 Update 33,Java(TM) 6 Update 33 (64-bit),1.6.0,6.0.330,52,61,100,58,69,100,100,cpe:/a:oracle:jre:1.6.0:update_33,26,29,0
20769,oracle,jre,Oracle JRE 1.6.0 Update 34,Java(TM) 6 Update 34,1.6.0,6.0.340,63,65,100,68,72,100,100,cpe:/a:oracle:jre:1.6.0:update_34,26,20,0
20770,oracle,jre,Oracle JRE 1.6.0 Update 34,Java(TM) 6 Update 34 (64-bit),1.6.0,6.0.340,52,61,100,58,69,100,100,cpe:/a:oracle:jre:1.6.0:update_34,26,29,0
20771,oracle,jre,Oracle JRE 1.6.0 Update 35,Java(TM) 6 Update 35,1.6.0,6.0.350,63,65,100,68,72,100,100,cpe:/a:oracle:jre:1.6.0:update_35,26,20,0
20772,oracle,jre,Oracle JRE 1.6.0 Update 35,Java(TM) 6 Update 35 (64-bit),1.6.0,6.0.350,52,61,100,58,69,100,100,cpe:/a:oracle:jre:1.6.0:update_35,26,29,0
20773,oracle,jre,Oracle JRE 1.6.0 Update 37,Java(TM) 6 Update 37,1.6.0,6.0.370,63,65,100,68,72,100,100,cpe:/a:oracle:jre:1.6.0:update_37,26,20,0
20774,oracle,jre,Oracle JRE 1.6.0 Update 38,Java(TM) 6 Update 38,1.6.0,6.0.380,63,65,100,68,72,100,100,cpe:/a:oracle:jre:1.6.0:update_38,26,20,0
20775,oracle,jre,Oracle JRE 1.6.0 Update 38,Java(TM) 6 Update 38 (64-bit),1.6.0,6.0.380,52,61,100,58,69,100,100,cpe:/a:oracle:jre:1.6.0:update_38,26,29,0
20776,oracle,jre,Oracle JRE 1.6.0 Update 39,Java(TM) 6 Update 39,1.6.0,6.0.390,63,65,100,68,72,100,100,cpe:/a:oracle:jre:1.6.0:update_39,26,20,0
20777,oracle,jre,Oracle JRE 1.6.0 Update 43,Java(TM) 6 Update 43 (64-bit),1.6.0,6.0.430,52,61,100,58,69,100,100,cpe:/a:oracle:jre:1.6.0:update_43,26,29,0
20778,oracle,jre,Oracle JRE 1.6.0 Update 45,Java(TM) 6 Update 45,1.6.0,6.0.450,63,65,100,68,72,100,100,cpe:/a:oracle:jre:1.6.0:update_45,26,20,0
20779,oracle,jre,Oracle JRE 1.6.0 Update 45,Java(TM) 6 Update 45 (64-bit),1.6.0,6.0.450,52,61,100,58,69,100,100,cpe:/a:oracle:jre:1.6.0:update_45,26,29,0
20780,oracle,fusion_middleware,Oracle Fusion Middleware Release 7.0.1,Java(TM) 7 Update 1,7.0.1,7.0.10,31,31,100,37,85,91,100,cpe:/a:oracle:fusion_middleware:7.0.1,38,19,0
20781,oracle,jre,Oracle JRE 1.7.0 update1,Java(TM) 7 Update 1,1.7.0,7.0.10,58,57,100,69,67,100,100,cpe:/a:oracle:jre:1.7.0:update1,24,19,0
20782,oracle,jre,Oracle JRE 1.7.0 Update 10,Java(TM) 7 Update 1,1.7.0,7.0.10,60,63,100,65,68,92,100,cpe:/a:oracle:jre:1.7.0:update10,26,19,0
20783,oracle,fusion_middleware,Oracle Fusion Middleware Release 7.0.1,Java(TM) 7 Update 1 (64-bit),7.0.1,7.0.10,26,28,100,36,37,91,100,cpe:/a:oracle:fusion_middleware:7.0.1,38,28,0
20784,oracle,jre,Oracle JRE 1.7.0 update1,Java(TM) 7 Update 1 (64-bit),1.7.0,7.0.10,47,57,100,57,85,100,100,cpe:/a:oracle:jre:1.7.0:update1,24,28,0
20785,oracle,jre,Oracle JRE 1.7.0 Update 10,Java(TM) 7 Update 1 (64-bit),1.7.0,7.0.10,49,57,100,59,65,92,100,cpe:/a:oracle:jre:1.7.0:update10,26,28,0
20786,oracle,database_server,Oracle Database Server 7.0.2,Java(TM) 7 Update 2,7.0.2,7.0.20,38,31,100,41,43,91,100,cpe:/a:oracle:database_server:7.0.2,28,19,0
20787,oracle,fusion_middleware,Oracle Fusion Middleware Release 7.0.2,Java(TM) 7 Update 2,7.0.2,7.0.20,31,31,100,37,85,91,100,cpe:/a:oracle:fusion_middleware:7.0.2,38,19,0
20788,oracle,jre,Oracle JRE 1.7.0 update2,Java(TM) 7 Update 2,1.7.0,7.0.20,58,57,100,63,67,100,100,cpe:/a:oracle:jre:1.7.0:update2,24,19,0
20789,oracle,database_server,Oracle Database Server 7.0.2,Java(TM) 7 Update 2 (64-bit),7.0.2,7.0.20,31,34,100,39,40,91,100,cpe:/a:oracle:database_server:7.0.2,28,28,0
